CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate
0000898745,N-Q,12,Goldman Sachs & Co,400,Spanish Government,03/20/2016,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,Goldman Sachs & Co,1000,UK GILT; 4.25%;,12/20/2015,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,Goldman Sachs & Co,2100,UK GILT; 4.25%;,12/20/2015,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,Goldman Sachs & Co,12300,UK GILT; 4.25%;,06/20/2015,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,Goldman Sachs & Co,1900,United Mexican States;,03/20/2016,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,HSBC Securities Inc,500,France (Govt of) OAT,09/20/2016,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,HSBC Securities Inc,400,France (Govt of) OAT,09/20/2016,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,HSBC Securities Inc,2100,Republic of Brazil,06/20/2015,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,HSBC Securities Inc,38100,Republic of Brazil,03/20/2016,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,HSBC Securities Inc,24500,Republic of Brazil,06/20/2015,NaN,NaN, Buy ,NaN,
0000898745,N-Q,12,HSBC Securities Inc,4400,Republic of Brazil,06/20/2015,NaN,NaN,NaN,NaN,
0000898745,N-Q,12,HSBC Securities Inc,5200,Republic of Brazil,12/20/2015,NaN,NaN, Sell ,NaN,
0000898745,N-Q,12,HSBC Securities Inc,1500,Republic of Brazil,09/20/2015,NaN,NaN, Sell ,NaN,
0000898745,N-Q,12,HSBC Securities Inc,6000,Republic of Brazil,06/20/2016,NaN,NaN, Sell ,NaN,
0000898745,N-Q,12,HSBC Securities Inc,7500,United Mexican States;,03/20/2021,NaN,NaN, Sell ,NaN,
0000898745,N-Q,12,JP Morgan Chase,3400,General Electric Capital,03/20/2014,NaN,NaN, Sell ,NaN,
0000898745,N-Q,12,JP Morgan Chase,1100,Morgan Stanley Dean,09/20/2012,NaN,NaN, Sell ,NaN,
0000049905,N-Q,09,JP Morgan Chase Bank,2079,CDX North American High Yield Index,12/20/13,37,NaN, Sell ,NaN,
0000049905,N-Q,09,JP Morgan Chase Bank,1040,CDX North American High Yield Index,12/20/13,(15,NaN,NaN,NaN,
0000049905,N-Q,09,Index,250,Buy,13860,NaN,NaN,NaN,NaN,
0000049905,N-Q,09,Index,(100,Buy,6930,NaN,NaN,NaN,NaN,
0000049905,N-Q,09,JP Morgan Chase Bank,2376,CDX North American High Yield Index,12/20/13,43,NaN,NaN,NaN,
0000049905,N-Q,09,JP Morgan Chase Bank,1188,CDX North American High Yield Index,12/20/13,(17,NaN,NaN,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"2,200",GMAC LLC6.875% due 8/28/2012,09/20/2012,(671,NaN,NaN,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"1,300",Ford Motor Credit Company7% due 10/1/2013,09/20/2012,(274,NaN,NaN,NaN,
0000793769,N-Q,08,"Merrill Lynch & Co., Inc.",500,Dow Jones CDX N.A. HY-8 Index,09/20/2012,(104,NaN, Sell ,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"7,200",Ford Motor Credit Company7.25% due 10/25/2011,09/20/2012,"(1,432",NaN, Sell ,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"5,600",GECC SP BRC6% due 6/15/2012,12/20/2012,(130,NaN,NaN,NaN,
0000793769,N-Q,08,Deutsche Bank AG,"17,400",Dow Jones CDX IG9 5Y 30-100% Index,12/20/2012,193,NaN,NaN,NaN,
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.","6,500",Dow Jones CDX IG9 5Y 15-30% Index,12/20/2012,31,NaN,NaN,NaN,
0000793769,N-Q,08,Deutsche Bank AG,900,General Motors Corporation7.125% due 7/15/2013,12/20/2012,(345,NaN,NaN,NaN,
0000793769,N-Q,08,Citibank N.A.,900,General Motors Corporation7.125% due 7/15/2013,12/20/2012,(343,NaN,NaN,NaN,
0000793769,N-Q,08,BNP Paribas Bank,100,General Motors Corporation7.125% due 7/15/2013,12/20/2012,(38,NaN,NaN,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"20,470",UBS AG Jersey Branch4.814% due 4/18/2012,03/20/2013,(192,NaN,NaN,NaN,
0000793769,N-Q,08,Barclays Bank PLC,800,GECC SP BRC8.625% due 4/28/2034,02/20/2013,,NaN,NaN,NaN,
0000793769,N-Q,08,UBS Warburg AG,"1,500",Gazprom SP 01/31/08 UAG8.625% due 4/28/2034,02/20/2013,10,NaN,NaN,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"6,100",FHLMC5.08% due 2/7/2019,03/20/2013,76,NaN,NaN,NaN,
0000793769,N-Q,08,Deutsche Bank AG,"2,800",Berkshire Hathaway FIN4.625% due 10/15/2013,03/20/2013,(16,NaN,NaN,NaN,
0000793769,N-Q,08,Royal Bank of Scotland,"7,000",AIG6.25% due 5/1/2036,03/20/2013,(144,NaN,NaN,NaN,
0000793769,N-Q,08,Lehman Brothers Special Financing,"8,000",AIG6.25% due 5/1/2036,03/20/2013,(134,NaN,NaN,NaN,
0000793769,N-Q,08,Deutsche Bank AG,"3,000",AIG6.25% due 5/1/2036,03/20/2013,(49,NaN,NaN,NaN,
0000793769,N-Q,08,Bank of America NA,"3,600",SLM CORP5.125% due 8/27/2012,03/20/2013,21,NaN,NaN,NaN,
0000793769,N-Q,08,Citibank N.A.,"3,900",SLM CORP5.125% due 8/27/2012,03/20/2013,30,NaN,NaN,NaN,
0000793769,N-Q,08,Bank of America NA,"8,300",GM CORP7.125% due 7/15/2013,03/20/2013,"(2,352",NaN,NaN,NaN,
0000793769,N-Q,08,Deutsche Bank AG,"4,000",CDX IG10 5Y 30-100% SP DUB,06/20/2013,19,NaN, Buy ,NaN,
0000793769,N-Q,08,Barclays Bank PLC,"35,200",CDX IG10 5Y BP BRC,06/20/2013,(16,NaN, Buy ,NaN,
0000793769,N-Q,08,Deutsche Bank AG,"243,900",CDX IG10 5Y BP DUB,06/20/2013,"(1,146",NaN, Buy ,NaN,
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.","83,100",CDX IG10 5Y BP MYC,06/20/2013,188,NaN, Buy ,NaN,
0000793769,N-Q,08,Credit Suisse Securities (USA) LLC,"14,900",CDX IG10 5Y BP FBF,06/20/2013,(99,NaN, Buy ,NaN,
0000793769,N-Q,08,Deutsche Bank AG,"2,600",CDX HY-10 100 BP DUB,06/20/2013,(22,NaN, Buy ,NaN,
0000793769,N-Q,08,"Merrill Lynch & Co., Inc.","1,100",Russian Federation5.000% due 03/31/2030,03/20/2016,(23,NaN, Buy ,NaN,
0000793769,N-Q,08,JP Morgan Chase,"1,100",Russian Federation5.000% due 03/31/2030,03/20/2016,(22,NaN, Buy ,NaN,
0000793769,N-Q,08,JP Morgan Chase,300,United Mexican States5.000% due 03/31/2030,03/20/2016,(4,NaN, Buy ,NaN,
0000793769,N-Q,08,Chase Securities Inc.,500,Panama SP8.875% due 9/30/2027,01/20/2017,(13,NaN, Buy ,NaN,
0000793769,N-Q,08,Credit Suisse Securities (USA) LLC,900,Panama SP8.875% due 9/30/2027,02/20/2017,(27,NaN, Sell ,NaN,
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.","23,800",CMBX.NA.AAA.3,12/13/2049,"1,272",NaN, Buy ,NaN,
0000793769,N-Q,08,Royal Bank of Scotland,"6,000",Indonesia SP6.75% due 3/10/2014,12/20/2008,(6,NaN, Buy ,NaN,
0000793769,N-Q,08,Royal Bank of Scotland,"9,000",Indonesia SP6.75% due 3/10/2014,12/20/2008,(8,NaN, Buy ,NaN,
0000793769,N-Q,08,Royal Bank of Scotland,"20,100",Deutsche Bank AG SP5.5% due 5/18/2011,12/20/2008,23,NaN, Sell ,NaN,
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc","5,400",Gazprom SP 01/30/08 MYC8.625% due 4/28/2034,12/20/2008,,NaN, Sell ,NaN,
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc","2,600",GECC SP6% due 6/15/2012,01/20/2009,,NaN, Sell ,NaN,
0000793769,N-Q,08,Citibank N.A.,"3,200",GECC SP6% due 6/15/2012,03/20/2009,(3,NaN, Sell ,NaN,
0000793769,N-Q,08,Deutsche Bank AG,600,GECC SP6% due 6/15/2012,03/20/2009,,NaN, Sell ,NaN,
0000793769,N-Q,08,Bank of America NA,"3,900",SLM CORP SP BOA5.125% due 8/27/2012,03/20/2009,(23,NaN, Buy ,NaN,
0000793769,N-Q,08,"HSBC Bank USA, N.A.","1,300",Russian Federation7.650% due 06/11/2013,04/20/2009,(11,NaN, Buy ,NaN,
0000793769,N-Q,08,"HSBC Bank USA, N.A.","3,000",United Mexican States7.5% due 4/8/2033,05/20/2009,,NaN, Sell ,NaN,
0000793769,N-Q,08,Barclays Bank PLC,900,SLM CORP SP5.125% due 8/27/2012,06/20/2009,(3,NaN, Sell ,NaN,
0000793769,N-Q,08,Royal Bank of Scotland,800,GECC SP6% due 6/15/2012,09/20/2009,,NaN, Sell ,,(0.390)
0000793769,N-Q,08,Citibank N.A.,"1,500",Lehman Bros SP6.625% due 1/18/2012,09/20/2009,25,NaN, Sell ,,(0.570)
0000793769,N-Q,08,"Merrill Lynch & Co., Inc.","5,300",GECC SP MEI6% due 6/15/2012,12/20/2009,10,NaN, Buy ,,(0.430)
0000793769,N-Q,08,Citibank N.A.,100,GECC SP CBK 6% due 6/15/2012,03/20/2010,,NaN, Sell ,,(0.400)
0000793769,N-Q,08,Barclays Bank PLC,"2,000",GECC SP BRC6% due 6/15/2012,06/20/2010,,NaN,NaN,,(0.350)
0000793769,N-Q,08,Barclays Bank PLC,400,GECC SP BRC6% due 6/15/2012,12/20/2010,(1,NaN,NaN,,(0.510)
0000793769,N-Q,08,BNP Paribas Bank,"1,500",GECC SP BPS6% due 6/15/2012,12/20/2010,(5,NaN,NaN,,(0.320)
0000793769,N-Q,08,Deutsche Bank AG,700,GECC SP DUB6% due 6/15/2012,12/20/2010,(2,NaN,NaN,,(0.660)
0000793769,N-Q,08,Barclays Bank PLC,"5,700",GECC SP BRC6% due 6/15/2012,03/20/2011,(70,NaN,NaN,,(0.650)
0000793769,N-Q,08,Chase Securities Inc.,"3,000",Panama SP8.875% due 9/30/2027,01/20/2012,(32,NaN,NaN,,(0.410)
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.","1,000",Panama SP8.875% due 9/30/2027,01/20/2012,(10,NaN,NaN,,(2.050)
0000793769,N-Q,08,Citibank N.A.,"9,937",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(313,NaN,NaN,,(0.930)
0000793769,N-Q,08,Citibank N.A.,"4,968",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(156,NaN,NaN,,(1.400)
0000793769,N-Q,08,Citibank N.A.,"2,484",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(75,NaN,NaN,,(0.250)
0000793769,N-Q,08,"Merrill Lynch & Co., Inc.","1,400",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(100,NaN,NaN,,(0.520)
0000793769,N-Q,08,Citibank N.A.,"1,000",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(71,NaN,NaN,,(0.520)
0000793769,N-Q,08,"Merrill Lynch & Co., Inc.","1,400",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(89,NaN,NaN,,(1.400)
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.","1,000",Dow Jones CDX N.A. HY-8 Index,06/20/2012,(63,NaN,NaN,,(1.250)
0000793769,N-Q,08,"Merrill Lynch & Co., Inc.",600,Dow Jones CDX N.A. HY-8 Index,06/20/2012,(37,NaN,NaN,,(1.250)
0000793769,N-Q,08,Citibank N.A.,500,Dow Jones CDX N.A. HY-8 Index,06/20/2012,(30,NaN,NaN,,(1.250)
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.",500,Dow Jones CDX N.A. HY-8 Index,06/20/2012,(30,NaN,NaN,,(1.250)
0000793769,N-Q,08,Citibank N.A.,700,Dow Jones CDX N.A. HY-8 Index,06/20/2012,(42,NaN,NaN,,(1.250)
0000793769,N-Q,08,"Morgan Stanley Capital Services, Inc.","5,600",Russian Federation7.5% due 3/31/2030,08/20/2012,(22,NaN,NaN,,(1.250)
0000793769,N-Q,08,"Barclays Capital, London","2,500",GMAC LLC6.875% due 8/28/2012,09/20/2012,(820,NaN,NaN,,(1.250)
0000793769,N-Q,08,Citibank N.A.,"2,500",GMAC LLC6.875% due 8/28/2012,09/20/2012,(816,NaN,NaN,,(2.750)
0000793769,N-Q,08,Deutsche Bank AG,"1,600",GMAC LLC6.875% due 8/28/2012,09/20/2012,(513,NaN,NaN,,2.750
0000793769,N-Q,08,"Barclays Capital, London","2,500",Ford Motor Credit Company7% due 10/1/2013,09/20/2012,(615,NaN,NaN,,(4.750)
0000875352,N-Q,10,       Donnelley (R.R.) & Sons 5 yr CDS,85000,       Donnelley (R.R.) & Sons 5 yr CDS,6/20/14,NaN,5.00%,NaN,,(3.750)
0000875352,N-Q,10,       MetLife 5 yr CDS,20000,       MetLife 5 yr CDS,12/20/14,NaN,1.00%,NaN,,(3.750)
0001071336,N-CSR,10,Bank of America,"3,200,000",Boyd Gaming Corporation,3/20/15,"26,524",NaN,NaN,,7.050
0001071336,N-CSR,10,Barclays Bank PLC,"2,350,000",TRW Automotive Inc.,3/20/15,"(26,779",NaN,NaN,,6.500
0001071336,N-CSR,10,Citibank,"2,700,000",Masco Corporation,3/20/14,"(376,193",NaN,NaN,,1.950
0001071336,N-CSR,10,Credit Suisse,"1,760,000","Harrah's Operating CompanyInc., LCDS",6/20/10,"203,436",NaN,NaN,,2.600
0001071336,N-CSR,10,Credit Suisse,"1,000,000",Dynegy Holdings Inc.,3/20/14,"(21,711",NaN,NaN,,(0.600)
0001071336,N-CSR,10,Deutsche Bank,"2,700,000",Aetna Inc.,3/20/14,"(35,153",NaN,NaN,,(0.600)
0001071336,N-CSR,10,Goldman Sachs,"2,350,000","K. Hovnanian Enterprises, Inc.",6/20/14,"30,289",NaN,NaN,,(1.400)
0001071336,N-CSR,10,JPMorgan,"2,700,000","Mohawk Industries, Inc.",3/20/14,"(222,555",NaN,NaN,,(1.400)
0001071336,N-CSR,10,Bank of America,"200,000",Boyd Gaming Corporation,3/20/15,"1,658",NaN,NaN,,(1.400)
0001071336,N-CSR,10,Barclays Bank PLC,"200,000",TRW Automotive Inc.,3/20/15,"(2,279",NaN,NaN,,(0.730)
0001071336,N-CSR,10,Citibank,"1,300,000",Masco Corporation,3/20/14,"(181,130",NaN,NaN,,(0.720)
0001071336,N-CSR,10,Credit Suisse,"460,000","Harrah's Operating Company,Inc., LCDS",6/20/10,"53,171",NaN,NaN,,(0.740)
0001071336,N-CSR,10,Deutsche Bank,"1,300,000",Aetna Inc.,3/20/14,"(16,925",NaN,Buy,,0.820
0001071336,N-CSR,10,Goldman Sachs,"940,000",DJ High Yield CDX,6/20/14,"275,927",NaN,Buy,,0.840
0001071336,N-CSR,10,Goldman Sachs,"190,000","K. Hovnanian Enterprises, Inc.",6/20/14,"2,449",NaN,Buy,,(0.780)
0001071336,N-CSR,10,JPMorgan,"1,300,000",Mohawk Industries Inc.,3/20/14,"(107,156",NaN,Buy,,8.700
0001071336,N-CSR,10,JPMorgan,"1,500,000",DJ Investment Grade CDX,12/20/14,"(3,420",NaN,NaN,,9.000
0001071336,N-CSR,10,Bank of America,"600,000",Boyd Gaming Corporation,3/20/15,"4,973",NaN,NaN,,(0.610)
0001071336,N-CSR,10,Barclays Bank PLC,"450,000",TRW Automotive Inc.,3/20/15,"(5,128",NaN,NaN,,(2.650)
0001071336,N-CSR,10,Citibank,"1,000,000",Masco Corporation,3/20/14,"(139,331",NaN,NaN,,2.600
0001071336,N-CSR,10,Credit Suisse,"780,000","Harrah's Operating Company,Inc., LCDS",6/20/10,"90,159",NaN, Buy ,,0.240
0001071336,N-CSR,10,Duetsche Bank AG,"1,000,000",Aetna Inc.,3/20/14,"(13,019",NaN, Buy ,,(0.725)
0001071336,N-CSR,10,Goldman Sachs,"460,000","K. Hovnanian Enterprises, Inc.",6/20/14,"5,929",NaN, Buy ,,(1.600)
0001071336,N-CSR,10,JPMorgan,"1,000,000","Mohawk Industries, Inc.",3/20/14,"(82,428",NaN, Buy ,,0.240
0001071336,N-CSR,10,JPMorgan,"9,259,000",DJ High Yield CDX,6/20/14,"1,057,396",NaN,NaN,,(0.740)
0001071336,N-CSR,10,JPMorgan,"2,000,000",DJ Investment Grade CDX,12/20/14,"(4,561",NaN,NaN,,(0.800)
0000883939,N-CSR,11,     JPMorgan ,"     2,000 ",NaN,     12/20/15 ,NaN,NaN,NaN,,(0.780)
0000883939,N-CSR,11,     JPMorgan ,"     2,000 ",NaN,     12/20/15 ,NaN,NaN,NaN,,(0.860)
0000883939,N-CSR,11,     JPMorgan ,"     2,000 ",NaN,     12/20/15 ,NaN,NaN,Buy,,(1.150)
0000883939,N-CSR,11,     JPMorgan ,"     2,000 ",NaN,     12/20/15 ,NaN,NaN,Buy,,(5.350)
0000883939,N-CSR,11,     JPMorgan ,"     8,640 ",NaN,     06/20/16 ,NaN,NaN,Buy,,(5.900)
0000883939,N-CSR,11,     Barclays Bank PLC ,"     8,660 ",NaN,     06/20/16 ,NaN,NaN,NaN,,(5.450)
0001177219,N-CSRS,15, Citibank N.A. ," 1,810,000 ", Commonwealth of Puerto Rico , 12/20/19 ,NaN,NaN,NaN,,(5.450)
0000012601,N-CSR,10,Barclays Bank ,"$ 1,440 ",CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,,6.100
0000012601,N-CSR,10,Barclays Bank ,500,CMBX.NA.AM.2 ,03/15/2049 ,NaN,NaN,NaN,,(0.780)
0000012601,N-CSR,10,Barclays Bank ,720,CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,,(0.690)
0000012601,N-CSR,10,Barclays Bank ,720,CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,,(0.860)
0000012601,N-CSR,10,Barclays Bank ,1733,CDX.NA.HY.13 ,12/20/2014 ,NaN,NaN,NaN,,(0.770)
0000012601,N-CSR,10,Barclays Bank ,1733,CDX.NA.HY.13 ,12/20/2014 ,NaN,NaN,NaN,,(0.810)
0000012601,N-CSR,10,Goldman Sachs ,1349,CDX.NA.HY.11 ,12/20/2013 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Goldman Sachs ,1440,CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Goldman Sachs ,1250,CMBX.NA.NNN.4 ,02/17/2051 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Goldman Sachs ,435,CDX.NA.HY.11 ,12/20/2013 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Morgan Stanley ,3465,CDX.NA.HY.13 ,12/20/2014 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Morgan Stanley ,720,CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Morgan Stanley ,1440,CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Morgan Stanley ,720,CDX.NA.HY.14 ,06/20/2015 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Morgan Stanley ,1250,CMBX.NA.AAA.2 ,03/15/2049 ,NaN,NaN,NaN,NaN,
0000012601,N-CSR,10,Morgan Stanley ,1250,CMBX.NA.AAA.4 ,02/17/2051 ,NaN,NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"200,0001","Ford Motor Co., 6.5%, 8/1/2018",10/4/2007                     12/20/2008,251,NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"120,0002","Ford Motor Co., 6.5%, 8/1/2018",10/5/2007                     12/20/2008,220,NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"395,0003","Ford Motor Co., 6.5%, 8/1/2018",10/22/2007                     12/20/2008,883,NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"225,0004","Ford Motor Co., 6.5%, 8/1/2018",10/13/2007                     12/20/2009,"(7,291)",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"220,0004","Ford Motor Co., 6.5%, 8/1/2018",12/13/2007                     12/20/2009,(605),NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"210,0005","General Motors Corp., 7.125%, 7/15/2013",10/4/2007                     12/20/2008,"(3,266)",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"395,0003","General Motors Corp., 7.125%, 7/15/2013",10/22/2007                     12/20/2008,"(4,204)",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"200,0002","General Motors Corp., 7.125%, 7/15/2013",10/3/2007                     12/20/2008,"(1,783)",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"305,0003","HCA, Inc., 7.7%, 3/20/2009",1/28/2008                     3/20/2009,"4,494",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"225,0004","HCA, Inc., 7.7%, 6/20/2009",2/19/2008                     3/20/2009,"6,363",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"185,0003","HCA, Inc., 7.7%, 3/20/2009",1/29/2008                     3/20/2013,"5,294",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"220,0004","Tenet Healthcare Corp., 7.375%, 2/1/2013",11/21/2007                     12/20/2008,"6,852",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"275,0004","Tenet Healthcare Corp., 7.375%, 2/1/2013",2/26/2008                     3/20/2009,"9,716",NaN,NaN,NaN,
0000216314,N-CSRS,08,NaN,"290,0003","Tenet Healthcare Corp., 7.375%, 2/1/2013",12/19/2007                     12/20/2008,"5,025",NaN,NaN,NaN,
0000851169,N-Q,06,NaN,"2,500,000 ",NaN,9/11/42 ,"31,850",NaN,NaN,NaN,
0000851169,N-Q,06,NaN,"5,000,000 ",NaN,2/15/39 ,862,NaN,NaN,NaN,
0000851169,N-Q,06,NaN,"5,000,000 ",NaN,10/15/42 ,"1,505",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,2739000,NaN,06/20/11,"(22,571",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,41080000,NaN,06/20/11,16724,NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,1354500,NaN,03/20/11,"(22,275",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,1354500,NaN,03/20/11,"(27,743",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,1360000,NaN,03/20/11,"(67,846",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,531000,NaN,12/20/10,"(35,859",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,3234000,NaN,12/20/10,"(47,451",NaN,NaN,NaN,
0001066602,N-CSR,06,NaN,6468000,NaN,12/20/10,"(95,609",NaN,NaN,NaN,
0001090155,N-CSRS,06,Morgan Stanley & Co.(1),500,NaN,12/20/2008,"(2,161",NaN,NaN,NaN,
0001090155,N-CSRS,06,Merrill Lynch & Co.(1),200,NaN,12/20/2008,(311,NaN,NaN,NaN,
0001090155,N-CSRS,06,Morgan Stanley & Co.(1),300,NaN,12/20/2008,(793,NaN,NaN,NaN,
0001090155,N-CSRS,06,Barclays Bank PLC(1),400,NaN,12/20/2008,"(1,434",NaN,NaN,NaN,
0000885709,N-Q,14,Barclays,"USD 1,980","CDX.NA.HY., 0.18%,",Jun-17,NaN,NaN,NaN,NaN,
0000885709,N-Q,14,Bank of America,"USD 1,000",Republic of Turkey,March-19,NaN,NaN,NaN,NaN,
0000834126,N-CSRS,07,Morgan Stanley CapitalServices(1),830,NaN,12/20/2009,NaN,NaN,NaN,NaN,
0000834126,N-CSRS,07,JPMorgan Chase Bank(1),"1,000",NaN,06/20/2012,NaN,NaN,NaN,NaN,
0000095603,N-CSRS,07,NaN,"        7,500,000+ ",DJ CDX IG High Volume ,3/23/2007 6/20/2012 ,NaN,NaN,NaN,NaN,
0001090682,N-Q,17,Barclays     Bank PLC,"90,000","People's     Republic of China 7.500%, due 10/28/2027",06/20/21,(705,(317,NaN,NaN,
0001090682,N-Q,17,Barclays     Bank PLC,"360,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(2,739","(1,350",NaN,NaN,
0001090682,N-Q,17,Barclays     Bank PLC,"50,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,(934,218,NaN,NaN,
0001090682,N-Q,17,Barclays     Bank PLC,"2,830,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(62,480","21,986",NaN,NaN,
0001090682,N-Q,17,Barclays     Bank PLC,"40,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,(628,56,NaN,NaN,
0001090682,N-Q,17,Barclays     Bank PLC,"100,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(1,070",(66,NaN,NaN,
0001090682,N-Q,17,Citibank     N.A.,"250,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(4,051",474,NaN,NaN,
0001090682,N-Q,17,Citibank     N.A.,"1,680,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(32,141","8,102",NaN,NaN,
0001090682,N-Q,17,Citibank     N.A.,"310,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(5,793","1,357",NaN,NaN,
0001090682,N-Q,17,Deutsche     Bank AG,"1,080,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(24,909","9,456",NaN,NaN,
0001090682,N-Q,17,Deutsche     Bank AG,"80,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(1,400",255,NaN,NaN,
0001090682,N-Q,17,Deutsche     Bank AG,"10,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,(141,(2,NaN,NaN,
0001090682,N-Q,17,Deutsche     Bank AG,"160,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(2,609",320,NaN,NaN,
0001090682,N-Q,17,Deutsche     Bank AG,"360,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(5,353","1,264",NaN,NaN,
0001090682,N-Q,17,JPMorgan     Chase Bank N.A.,"110,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,"(2,056",482,NaN,NaN,
0001090682,N-Q,17,JPMorgan     Chase Bank N.A.,"50,000","People's Republic of     China 7.500%, due 10/28/2027",06/20/21,(810,94,NaN,NaN,
0001090682,N-Q,17,NaN,"3,220,000","CDX North American Emerging Markets Index, Series 27,     Version 1",06/20/22,"(3,677",NaN,NaN,NaN,
0001090682,N-Q,17,NaN,"1,750,000","CDX North American High Yield Index, Series     28, Version 1",06/20/22,(367,NaN,NaN,NaN,
0001067442,N-CSRS,04,Morgan Stanley(a),200,NaN,12/20/2008,(109,NaN,NaN,NaN,
0001067442,N-CSRS,04,"Merrill Lynch & Co., Inc.(a)",100,NaN,12/20/2008,46,NaN,NaN,NaN,
0001067442,N-CSRS,04,Morgan Stanley(a),100,NaN,12/20/2008,183,NaN,NaN,NaN,
0001067442,N-CSRS,04,Barclay s Bank PLC(a),200,NaN,12/20/2008,276,NaN,NaN,NaN,
0001067442,N-CSRS,04,Bank of America Securities LLC(a),100,NaN,12/20/2008,184,NaN,NaN,NaN,
0001067442,N-CSRS,04,"Bear Stearns & Co., Inc.(a)",100,NaN,12/20/2008,(463,NaN,NaN,NaN,
