CIK,Reporting Type,Reporting Year,Counterparty,Notional Amount,Reference Entity/Obligation,Expiration Date,Appreciation/Depreciation,Upfront Payments Paid/Received,Buy/Sell Protection,Description,Fixed Rate,Spread,25% Recovery Rate,50% Recovery Rate,75% Recovery Rate
772129,N-CSRS,6, Deutsche Bank AG,10000000,NaN, 6/6/2013,4499750,9.4,NaN,NaN,0.83,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,20000000,NaN, 6/12/2013,8615809,9.08,NaN,NaN,1.45,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,130000000,NaN, 10/20/2013,12919317,3.3,BUY,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,80000000,NaN, 10/20/2013,11442605,4.05,BUY,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,15000000000,NaN, 10/20/2013," (14,496,729",3.2,BUY,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,9000000000,NaN, 10/20/2013," (12,538,162",3.95,BUY,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,10000000,NaN, 12/20/2013,3839699,10.5,BUY,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Goldman Sachs,30000000,NaN, 8/15/2031," (3,384,147",1.84,BUY,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Goldman Sachs,20000000,NaN, 8/15/2031," (2,380,589",1.89,BUY,NaN,0.4,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Morgan Stanley Capital Services Inc.," 13,000,000  USD ",NaN, 9/20/2010,112265,0.4,NaN,NaN,0.36,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Morgan Stanley Capital Services Inc.," 7,000,000  USD    ",NaN, 3/20/2013 ," (49,763",0.25,NaN,NaN,0.53,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers ," 5,000,000  USD    ",NaN, 3/20/2015 ," (43,579",0.88,NaN,NaN,0.46,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,10000000,NaN, 12/20/2015,  ,0.7,NaN,NaN,0.71,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,25000000,NaN, 12/20/2015,212492,0.7,NaN,NaN,0.55,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Deutsche Bank AG,5000000,NaN, 12/20/2009,54791,0.66,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 12/20/2009,19658,0.26,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 12/20/2009,24579,0.39, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, DeutscheBank AG,5000000,NaN, 12/20/2009,10178,0.35, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 12/20/2009,10645,0.38, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 6/20/2010,32531,0.3, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 6/20/2010,39552,0.31, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,5000000,NaN, 6/20/2010,31952,0.29, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 6/20/2010,25542,0.31, Buy,NaN,1.95,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 6/20/2010,20844,0.29, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 6/20/2010,24513,0.27, Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,5000000,NaN, 6/20/2010,23682,0.4, Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,5000000,NaN, 6/20/2010,20338,0.2, Buy,NaN,4.33,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,5000000,NaN, 6/20/2010,34668,0.36, Buy,NaN,3.75,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,5000000,NaN, 6/20/2010,31051,0.34,NaN,NaN,3.75,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,5000000,NaN, 6/20/2010," (43,440",0.52,NaN,NaN,3.5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,4000000,NaN, 6/20/2011,1454,0.2,NaN,NaN,3.25,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,2000000,NaN, 6/20/2011, (879,0.3,NaN,NaN,4.15,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Citigroup,5000000,NaN, 6/20/2011,5959,0.49,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,3000000,NaN, 6/20/2011," (6,876",0.08,NaN,NaN,2.25,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 3/20/2013,1619,0.25,NaN,NaN,3.75,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, JP MorganChase Bank,15376000,NaN, 3/20/2015,103538,0.7,NaN,NaN,3.75,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, JP MorganChase Bank,24800000,NaN, 3/20/2015,166996,0.7,NaN,NaN,3.5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, JP MorganChase Bank,9920000,NaN, 3/20/2015,66799,0.7,NaN,NaN,3.25,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, JP MorganChase Bank,25000000,NaN, 6/20/2015,96165,0.65,NaN,NaN,4.15,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,5000000,NaN, 6/20/2015,19233,0.65,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,25000000,NaN, 6/20/2015,96165,0.65, Sell,NaN,2.25,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, DeutscheBank AG,20000000,NaN, 12/20/2015,169994,0.7, Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Lehman Brothers,15000000,NaN, 12/20/2015,127495,0.7,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 6/20/2010,16377,0.17,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, BarclaysBank PLC,5000000,NaN, 12/20/2010,15859,0.2, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 12/20/2010,15937,0.19, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, DeutscheBank AG,5000000,NaN, 12/20/2010,58771,0.75, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Citigroup,5000000,NaN, 12/20/2010,23216,0.39, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 12/20/2010,22772,0.45, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 12/20/2010,22979,0.28, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,5000000,NaN, 12/20/2010,46114,0.47, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 3/20/2011," (6,284",0.25, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Barclays Bank PLC,5000000,NaN, 3/20/2011,26933,0.25, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,2000000,NaN, 6/20/2011," (5,665",0.32, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6," Bank ofAmerica, N.A.",4000000,NaN, 6/20/2011,6401,0.12, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6," Bank ofAmerica, N.A.",3000000,NaN, 6/20/2011, (851,0.14, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Citigroup,5000000,NaN, 6/20/2011,2147,0.37, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, UBS AG,2000000,NaN, 6/20/2011,1163,0.26, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, JP Morgan ,5000000,NaN, 5/20/2009,  ,1.13, Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 6/20/2009,NaN, Citigroup,, ConocoPhillips Co.,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 6/20/2009,NaN, Barclays Bank PLC,, SprintCapital Corp.,NaN,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 6/20/2009,NaN, Lehman Brothers,, Wyeth Energy,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, UBS AG,, Capital One Bank,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, Citigroup,," Coca-ColaEnterprises, Inc.",NaN,NaN,0.82,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, Citigroup,," Comcast CableCommunications,Inc.",NaN,NaN,0.6,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, UBS AG,, Devon Energy Corp.,NaN,NaN,0.82,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, BarclaysBank PLC,, Duke Energy Corp.,NaN,NaN,0.6,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, Citigroup,, InternationalBusinessMachines,NaN,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 9/20/2009,NaN, UBS AG,, Kinder MorganEnergyPartners LP,NaN,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 12/20/2009,NaN, DeutscheBank AG,," AT&T Wireless Services, Inc.",NaN,NaN,3.00%,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 12/20/2009,NaN, DeutscheBank AG,, Bank of America Corp.,NaN,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 12/20/2009,NaN, BarclaysBank PLC,, Boeing Capital Corp.,NaN,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 12/20/2009,NaN, DeutscheBank AG,," Citigroup, Inc. ",NaN,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
772129,N-CSRS,6, Receive, 12/20/2009,NaN, BarclaysBank PLC,," Clear Channel Communications,Inc.",NaN,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",3360,"DJ CDX, N.A.","December 20, 2012","(71,090",NaN, Buy,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",3520,"DJ CDX, N.A.","December 20, 2012","(78,702",NaN, Buy,NaN,3.00%,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",3460,"DJ CDX, N.A.","December 20, 2012","(67,031",NaN, Buy,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",7530,"DJ CDX, N.A.","December 20, 2012","(141,213",NaN, Buy,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",6090,"DJ CDX, N.A.","December 20, 2012","1,69,438",NaN, Buy,NaN,5.00%,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",5360,"DJ CDX, N.A.","December 20, 2012","(106,641",NaN, Buy,NaN,1.57,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",1810,"DJ CDX, N.A.","December 20, 2012","(16,627",NaN, Buy,NaN,0.88,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",3525,"DJ CDX, N.A.","December 20, 2012","(14,742",NaN, Sell,NaN,2.9,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,SLM Corp.,955,SLM Corp.,"March 20, 2013","(110,435",NaN,NaN,NaN,0.48,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,SLM Corp.,955,SLM Corp.,"March 20, 2013","(108,857",NaN,NaN,NaN,1.55,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,ABX.HE Indices,960,ABX.HE Indices,"July 25, 1945","(52,714",NaN,NaN,NaN,1.4,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,ABX.HE Indices,960,ABX.HE Indices,"July 25, 1945","(43,119",NaN,NaN,NaN,1.4,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",2140,"Arrow Electronics, Inc.","March 20, 2015",11259,NaN,NaN,NaN,1.4,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",325,"Arrow Electronics, Inc.","March 20, 2018",2540,NaN,NaN,NaN,1.08,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",2225,"Arrow Electronics, Inc.","March 20, 2013",,NaN,NaN,NaN,1.15,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",500,"Arrow Electronics, Inc.","March 20, 2013","(2,310",NaN,NaN,NaN,1.07,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",1875,"American Standard, Inc.","March 20, 2013",14121,NaN,Buy,NaN,4.75,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",1970,"American Standard, Inc.","March 20, 2018",14682,NaN,Buy,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",605,"American Standard, Inc.","March 20, 2013",4556,NaN,Buy,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",1400,"DJ CDX, N.A.","June 20, 2012"," (48,169",NaN,Sell,NaN,(1.20,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",1000,"DJ CDX, N.A.","December 20, 2012","(4,285",NaN,Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Covidien,130,Covidien,"March 20, 2012",15,NaN,NaN,NaN,(.45,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Covidien,53,Covidien,"March 20, 2012",,NaN,NaN,NaN,0.82,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Tyco Electronics,130,Tyco Electronics,"March 20, 2012",3930,NaN,NaN,NaN,(.65,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Tyco Electronics,53,Tyco Electronics,"March 20, 2012",1612,NaN,NaN,NaN,4.75,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Tyco International Ltd,130,Tyco International Ltd,"March 20, 2012",3931,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Tyco International Ltd,53,Tyco International Ltd,"March 20, 2012",1613,NaN,Buy,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",255,"DJ CDX, N.A.","December 20, 2012","(4,721",NaN,Buy,NaN,(1.20,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",125,"DJ CDX, N.A.","December 20, 2012","(1,967",NaN,Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",125,"DJ CDX, N.A.","December 20, 2012","(1,148",NaN,Sell,NaN,(.45,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",455,"DJ CDX, N.A.","December 20, 2012","(1,470",NaN,Buy,NaN,0.82,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",230,"DJ CDX, N.A.","December 20, 2017",(962,NaN,NaN,NaN,(.65,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Arrow Electronics,150,Arrow Electronics,"March 20, 2015",789,NaN,NaN,NaN,4.75,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Avalonbay Communities,110,Avalonbay Communities,"March 20, 2013",(845,NaN,NaN,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,65,Carnival Corp.,"March 20, 2018",(889,NaN,NaN,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,55,Carnival Corp.,"March 20, 2018",(752,NaN,NaN,NaN,(1.20,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,70,Carnival Corp.,"March 20, 2018",(589,NaN,Sell,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,60,Carnival Corp.,"March 20, 2018",(774,NaN,Sell,NaN,(.45,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Chubb Corp.,350,Chubb Corp.,"March 20, 2012",6341,NaN,NaN,NaN,0.82,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",475,"DJ CDX, N.A.","December 20, 2012",4138,NaN,NaN,NaN,(.65,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",770,"DJ CDX, N.A.","December 20, 2012",21423,NaN,Sell,NaN,4.75,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"DJ CDX, N.A.",1485,"DJ CDX, N.A.","December 20, 2012","(71,492",NaN,Sell,NaN,5,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Qwest Capital Funding, Inc.",110,"Qwest Capital Funding, Inc.","December 20, 2012","(10,085",NaN,Buy,NaN,4.7,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,SLM Corp.,120,SLM Corp.,"March 20, 2013","(13,877",NaN,Buy,NaN,(1.20,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,SLM Corp.,120,SLM Corp.,"March 20, 2013","(13,678",NaN,Buy,NaN,1,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,ABX.HE Indices,75,ABX.HE Indices,"July 25, 1945","(4,118",NaN,Buy,NaN,(.45,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,ABX.HE Indices,75,ABX.HE Indices,"July 25, 1945","(3,369",NaN,Buy,NaN,0.82,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",235,"American Standard, Inc.","March 20, 2013",1770,NaN,Sell,NaN,(.65,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",250,"American Standard, Inc.","March 20, 2018",1863,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",80,"American Standard, Inc.","March 20, 2013",602,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"American Standard, Inc.",40,"American Standard, Inc.","March 20, 2018",298,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",275,"Arrow Electronics, Inc.","March 20, 2015",1447,NaN,Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",60,"Arrow Electronics, Inc.","March 20, 2018",469,NaN,Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",630,"Arrow Electronics, Inc.","March 20, 2013",,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Arrow Electronics, Inc.",330,"Arrow Electronics, Inc.","March 20, 2013","(1,525",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Avalonbay Communities,415,Avalonbay Communities,"March 20, 2013","(3,189",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,255,Carnival Corp.,"March 20, 2018","(3,488",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,215,Carnival Corp.,"March 20, 2018","(2,941",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,250,Carnival Corp.,"March 20, 2018","(2,103",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,Carnival Corp.,140,Carnival Corp.,"March 20, 2018","(1,805",NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,8,"Coca-Cola Enterprises, Inc.",430,"Coca-Cola Enterprises, Inc.","March 20, 2013",(872,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
716716,N-Q,11,Barclays Capital Whirlpool Corp.,315,Barclays Capital Whirlpool Corp.,"June 20, 2014",NaN,NaN,Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1532747,N-CSR,12,BOA,"(3,400",CDX.IG-18,06/20/2017,9,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1532747,N-CSR,12,CSI,"(2,865",CDX.IG-18,06/20/2017,,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1532747,N-CSR,12,GSI,(425,CDX.IG-18,06/20/2017,,NaN,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1532747,N-CSR,12,MSC,(100,"Federated   Republic of Brazil, 12.25%, 03/06/2030",06/20/2017,,NaN,Buy,NaN,NaN,12.25,16.3333333333,24.5,49
1532747,N-CSR,12,MSC,(60,"People s   Republic of China, 4.75%, 10/29/2013",06/20/2017,,NaN,Sell,NaN,NaN,4.75,6.3333333333,9.5,19
1532747,N-CSR,12,GSI,(100,"Republic   of Korea, 4.88%, 09/22/2014",06/20/2017,,NaN,Buy,NaN,NaN,4.88,6.5066666667,9.76,19.52
1532747,N-CSR,12,DUB,(60,"Russian   Federation, 7.50%, 03/31/2030",06/20/2017,,NaN,Buy,NaN,NaN,7.5,10,15,30
1532747,N-CSR,12,GSI,(100,"United   Mexican States, 5.95%, 03/29/2019",06/20/2017,,NaN,Buy,NaN,NaN,5.95,7.9333333333,11.9,23.8
883939,N-Q,15,Barclays Bank PLC,2000000,NaN,06/20/19,NaN,"(52,406",Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,15,JPMorgan,2000000,NaN,09/20/19,23774,"(17,574",Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,15,JPMorgan,75000,NaN,09/20/19,892,(659,Buy,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
883939,N-Q,15,Barclays Bank PLC,75000,NaN,06/20/19,NaN,"(1,965",Sell,NaN,NaN,NaN,#VALUE!,#VALUE!,#VALUE!
1104129,N-CSR,11,     JPMorgan     Chase     Bank ,"     $2,000 ","     HSBC Capital     Funding LP     (Preferred), 144A,     10.176% to     6/30/30, 12/31/49 ",     6/20/11 ,NaN,NaN,Buy,NaN,2,144,192,288,576
1104129,N-CSR,11,"     HSBC Bank,     USA ",1000,"     Pulte Homes, Inc.,      7.875%, 8/1/11 ",     6/20/12 ,NaN,NaN,Buy,NaN,2.15,7.875,10.5,15.75,31.5
793769,N-CSR,17, Credit Suisse International ,$(13)  000,Federative  Republic of Brazil 4.250% due 01/07/2025 ,06/20/2021  ,$ 1 000,$(14)  000,Buy,NaN,3.75,4.25,5.6666666667,8.5,17
793769,N-CSR,17, Deutsche Bank AG ,(6)  000,Federative  Republic of Brazil 4.250% due 01/07/2025 ,06/20/2021  ,2  000,(8)  000,Buy,NaN,2.85,4.25,5.6666666667,8.5,17
793769,N-CSR,17, JP Morgan Chase Bank NA ,(6)  000,Federative  Republic of Brazil 4.250% due 01/07/2025 ,06/20/2021  ,1  000,(7)  000,Buy,NaN,2,4.25,5.6666666667,8.5,17
793769,N-CSR,17, Goldman Sachs International ,(2)  000,Markit  CMBX North America AAA Indices ,10/17/2057  ,3  000,(5)  000,Buy,NaN,2.15,NaN,#VALUE!,#VALUE!,#VALUE!
793769,N-CSR,17, Goldman Sachs International ,(3)  000,Markit  CMBX North America AAA Indices ,09/17/2058  ,3  000,(6)  000,Buy,NaN,3.75,NaN,#VALUE!,#VALUE!,#VALUE!
793769,N-CSR,17, JP Morgan Chase Bank NA ,(4)  000,Russian  Federation 7.500% due 03/31/2030 ,06/20/2021  ,2  000,(6)  000,Buy,NaN,2.85,7.5,10,15,30
793769,N-CSR,17, Barclays Bank plc ,(2)  000,United  Mexican States 5.950% due 03/19/2019 ,06/20/2021  ,1  000,(3)  000,Buy,NaN,0.055,5.95,7.9333333333,11.9,23.8
793769,N-CSR,17, Credit Suisse International ,(5)  000,United  Mexican States 5.950% due 03/19/2019 ,06/20/2021  ,3  000,(8)  000,Buy,NaN,0.17,5.95,7.9333333333,11.9,23.8
793769,N-CSR,17, HSBC Bank USA NA ,(7)  000,United  Mexican States 5.950% due 03/19/2019 ,06/20/2021  ,3  000,(10)  000,Buy,NaN,0.19,5.95,7.9333333333,11.9,23.8
